,Rank,Name,Platform,Year,Genre,Publisher,Overview
1380,1395,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1994 Sports by Acclaim Entertainment rank 1395
1381,1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,1991 Action by Konami Digital Entertainment rank 1396
1382,1397,Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,2005 Action by Tecmo Koei rank 1397
1383,1398,Hannah Montana: Spotlight World Tour,Wii,2007,Action,Disney Interactive Studios,2007 Action by Disney Interactive Studios rank 1398
1384,1399,WWE '13,PS3,2012,Action,THQ,2012 Action by THQ rank 1399
1385,1400,Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,2011 Shooter by Square Enix rank 1400
1386,1401,True Crime: Streets of LA,XB,2003,Action,Activision,2003 Action by Activision rank 1401
1387,1402,The Sims 2,PSP,2005,Simulation,Electronic Arts,2005 Simulation by Electronic Arts rank 1402
1388,1403,Paper Mario,N64,2000,Role-Playing,Nintendo,2000 Role-Playing by Nintendo rank 1403
1389,1404,Bravely Default: Flying Fairy,3DS,2012,Role-Playing,Nintendo,2012 Role-Playing by Nintendo rank 1404
1390,1405,Titanfall,X360,2014,Shooter,Electronic Arts,2014 Shooter by Electronic Arts rank 1405
1391,1406,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,1998 Shooter by Take-Two Interactive rank 1406
1392,1407,Persona 4: Golden,PSV,2012,Role-Playing,Atlus,2012 Role-Playing by Atlus rank 1407
1393,1408,Dead Rising 2,PS3,2010,Action,Capcom,2010 Action by Capcom rank 1408
1394,1409,Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,2009 Misc by Electronic Arts rank 1409
1395,1410,Disney Princess: Enchanted Journey,Wii,2007,Adventure,Disney Interactive Studios,2007 Adventure by Disney Interactive Studios rank 1410
1396,1411,Gardening Mama,DS,2009,Puzzle,505 Games,2009 Puzzle by 505 Games rank 1411
1397,1412,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,2001 Sports by Acclaim Entertainment rank 1412
1398,1413,Need for Speed: The Run,X360,2011,Action,Electronic Arts,2011 Action by Electronic Arts rank 1413
1399,1414,LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,2008 Action by LucasArts rank 1414
1400,1415,Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,2014 Action by Ubisoft rank 1415
1401,1416,Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,2006 Racing by Namco Bandai Games rank 1416
1402,1417,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,1998 Misc by Activision rank 1417
1403,1418,Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,2014 Racing by Microsoft Game Studios rank 1418
1404,1419,MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,2008 Racing by Sony Computer Entertainment rank 1419
1405,1420,Sonic Colors,DS,2010,Platform,Sega,2010 Platform by Sega rank 1420
1406,1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,2004 Role-Playing by Activision rank 1421
1407,1422,LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,2010 Action by Warner Bros. Interactive Entertainment rank 1422
1408,1423,Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,1998 Strategy by Nintendo rank 1423
1409,1424,NBA 2K15,PS3,2014,Sports,Take-Two Interactive,2014 Sports by Take-Two Interactive rank 1424
1410,1425,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,2004 Shooter by Ubisoft rank 1425
1411,1426,Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,2003 Platform by Vivendi Games rank 1426
1412,1427,Burnout Paradise,X360,2008,Racing,Electronic Arts,2008 Racing by Electronic Arts rank 1427
1413,1428,SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,2008 Misc by Sony Computer Entertainment rank 1428
1414,1429,Gradius,NES,1986,Shooter,Konami Digital Entertainment,1986 Shooter by Konami Digital Entertainment rank 1429
1415,1430,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,1996 Role-Playing by Enix Corporation rank 1430
1416,1431,Centipede,2600,1981,Shooter,Atari,1981 Shooter by Atari rank 1431
1417,1432,Yoshi's New Island,3DS,2014,Platform,Nintendo,2014 Platform by Nintendo rank 1432
1418,1433,Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,2013 Action by Microsoft Game Studios rank 1433
1419,1434,Dead to Rights,PS2,2002,Shooter,Electronic Arts,2002 Shooter by Electronic Arts rank 1434
1420,1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,2011 Fighting by Capcom rank 1436
1421,1437,Dance Dance Revolution (Japan),PS,1999,Simulation,Konami Digital Entertainment,1999 Simulation by Konami Digital Entertainment rank 1437
1422,1438,F1 2010,PS3,2010,Racing,Codemasters,2010 Racing by Codemasters rank 1438
1423,1439,Madden NFL 98,PS,1997,Sports,Electronic Arts,1997 Sports by Electronic Arts rank 1439
1424,1440,FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,2008 Sports by Electronic Arts rank 1440
1425,1441,Namco Museum DS,DS,2007,Misc,Atari,2007 Misc by Atari rank 1441
1426,1442,FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,2007 Sports by Electronic Arts rank 1442
1427,1443,Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,2009 Action by Take-Two Interactive rank 1443
1428,1444,Alan Wake,X360,2010,Action,Microsoft Game Studios,2010 Action by Microsoft Game Studios rank 1444
1429,1445,Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,2008 Shooter by Electronic Arts rank 1445
1430,1446,Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,2015 Fighting by Warner Bros. Interactive Entertainment rank 1446
1431,1447,Samurai Warriors,PS2,2004,Action,Electronic Arts,2004 Action by Electronic Arts rank 1447
1432,1448,The Simpsons: Hit & Run,XB,2003,Racing,Vivendi Games,2003 Racing by Vivendi Games rank 1448
1433,1449,Devil May Cry 4,X360,2008,Action,Capcom,2008 Action by Capcom rank 1449
1434,1450,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,2008 Shooter by Ubisoft rank 1450
1435,1451,Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,2005 Role-Playing by Capcom rank 1451
1436,1452,Crysis 2,X360,2011,Action,Electronic Arts,2011 Action by Electronic Arts rank 1452
1437,1453,SaGa Frontier,PS,1997,Role-Playing,SquareSoft,1997 Role-Playing by SquareSoft rank 1453
1438,1454,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,2004 Misc by Sony Computer Entertainment rank 1454
1439,1455,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,2007 Sports by Electronic Arts rank 1455
1440,1456,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,2011 Adventure by Sony Computer Entertainment rank 1456
1441,1457,Test Drive,PS2,2002,Racing,Atari,2002 Racing by Atari rank 1457
1442,1458,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,Nintendo,2005 Role-Playing by Nintendo rank 1458
1443,1459,Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,2006 Shooter by Capcom rank 1459
1444,1460,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1994 Fighting by Acclaim Entertainment rank 1460
1445,1461,Doom 3,XB,2005,Shooter,Activision,2005 Shooter by Activision rank 1461
1446,1462,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,2004 Platform by Nintendo rank 1462
1447,1463,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,2006 Racing by Electronic Arts rank 1463
1448,1464,Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,2003 Shooter by Take-Two Interactive rank 1464
1449,1465,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,2000 Strategy by Electronic Arts rank 1465
1450,1466,MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,2004 Sports by Electronic Arts rank 1466
1451,1467,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,2007 Fighting by THQ rank 1467
1452,1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,Sony Computer Entertainment,2004 Platform by Sony Computer Entertainment rank 1468
1453,1469,Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,2010 Sports by Ubisoft rank 1469
1454,1470,Rage,PS3,2011,Shooter,Bethesda Softworks,2011 Shooter by Bethesda Softworks rank 1470
1455,1471,Skylanders SWAP Force,X360,2013,Platform,Activision,2013 Platform by Activision rank 1471
1456,1472,NBA 2K14,PS4,2013,Sports,Take-Two Interactive,2013 Sports by Take-Two Interactive rank 1472
1457,1473,Spider-Man: The Movie,GBA,2002,Action,Activision,2002 Action by Activision rank 1473
1458,1474,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1998 Fighting by Acclaim Entertainment rank 1474
1459,1475,Tony Hawk's Pro Skater,GB,2000,Sports,Activision,2000 Sports by Activision rank 1475
1460,1476,The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,2003 Simulation by Electronic Arts rank 1476
1461,1477,Triple Play 2001,PS,2000,Sports,Electronic Arts,2000 Sports by Electronic Arts rank 1477
1462,1478,Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,2004 Shooter by Nintendo rank 1478
1463,1479,UFC Undisputed 2010,X360,2010,Fighting,THQ,2010 Fighting by THQ rank 1479
1464,1480,Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,2013 Role-Playing by Square Enix rank 1480
1465,1481,Corvette,PS2,2004,Racing,TDK Mediactive,2004 Racing by TDK Mediactive rank 1481
1466,1482,Petz Wild Animals: Dolphinz,DS,2007,Simulation,Ubisoft,2007 Simulation by Ubisoft rank 1482
1467,1483,Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,2010 Role-Playing by Nintendo rank 1483
1468,1484,Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,2014 Action by Warner Bros. Interactive Entertainment rank 1484
1469,1485,Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,2005 Racing by Electronic Arts rank 1485
1470,1486,LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,2008 Action by Warner Bros. Interactive Entertainment rank 1486
1471,1487,Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,2014 Role-Playing by Namco Bandai Games rank 1487
1472,1488,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,2008 Role-Playing by Activision rank 1488
1473,1489,Kingdom Hearts II,PS3,2014,Role-Playing,Square Enix,2014 Role-Playing by Square Enix rank 1489
1474,1490,The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,2014 Action by Warner Bros. Interactive Entertainment rank 1490
1475,1491,TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,1998 Racing by Codemasters rank 1491
1476,1492,Gyromite,NES,1985,Puzzle,Nintendo,1985 Puzzle by Nintendo rank 1492
1477,1493,NFL 2K3,PS2,2002,Sports,Atari,2002 Sports by Atari rank 1493
1478,1494,Fighting Force,PS,1997,Fighting,Eidos Interactive,1997 Fighting by Eidos Interactive rank 1494
1479,1495,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Role-Playing,Capcom,2003 Role-Playing by Capcom rank 1495
1480,1496,MAG: Massive Action Game,PS3,2010,Shooter,Sony Computer Entertainment,2010 Shooter by Sony Computer Entertainment rank 1496
1481,1497,Madden NFL 97,PS,1996,Sports,Electronic Arts,1996 Sports by Electronic Arts rank 1497
1482,1498,Cars 2,DS,2011,Racing,Disney Interactive Studios,2011 Racing by Disney Interactive Studios rank 1498
1483,1499,Skylanders Giants,X360,2012,Action,Activision,2012 Action by Activision rank 1499
1484,1501,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,1996 Racing by ASC Games rank 1501
1485,1502,IHRA Drag Racing 2,PS2,2002,Racing,Bethesda Softworks,2002 Racing by Bethesda Softworks rank 1502
1486,1503,The Beatles: Rock Band,X360,2009,Misc,MTV Games,2009 Misc by MTV Games rank 1503
1487,1504,Tekken 6,X360,2009,Fighting,Namco Bandai Games,2009 Fighting by Namco Bandai Games rank 1504
1488,1505,[Prototype],X360,2009,Action,Activision,2009 Action by Activision rank 1505
1489,1506,Deal or No Deal,Wii,2009,Misc,Zoo Games,2009 Misc by Zoo Games rank 1506
1490,1507,Madagascar,PS2,2005,Platform,Activision,2005 Platform by Activision rank 1507
1491,1508,Rugrats Studio Tour,PS,1999,Adventure,THQ,1999 Adventure by THQ rank 1508
1492,1509,LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,2009 Strategy by Warner Bros. Interactive Entertainment rank 1509
1493,1510,Pitfall II: Lost Caverns,2600,1983,Platform,Activision,1983 Platform by Activision rank 1510
1494,1511,Turok: Evolution,PS2,2002,Shooter,Acclaim Entertainment,2002 Shooter by Acclaim Entertainment rank 1511
1495,1512,High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,Disney Interactive Studios,2008 Misc by Disney Interactive Studios rank 1512
1496,1513,Gold's Gym: Cardio Workout,Wii,2008,Sports,Ubisoft,2008 Sports by Ubisoft rank 1513
1497,1514,Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,2004 Racing by Electronic Arts rank 1514
1498,1516,Yu-Gi-Oh! The Sacred Cards,GBA,2002,Role-Playing,Konami Digital Entertainment,2002 Role-Playing by Konami Digital Entertainment rank 1516
1499,1517,Crysis 2,PS3,2011,Action,Electronic Arts,2011 Action by Electronic Arts rank 1517
1500,1518,NBA Live 07,PS2,2006,Sports,Electronic Arts,2006 Sports by Electronic Arts rank 1518
1501,1519,Saints Row IV,PS3,2013,Action,Deep Silver,2013 Action by Deep Silver rank 1519
1502,1520,SingStar '80s,PS2,2005,Misc,Sony Computer Entertainment,2005 Misc by Sony Computer Entertainment rank 1520
1503,1521,EA Playground,Wii,2007,Sports,Electronic Arts,2007 Sports by Electronic Arts rank 1521
1504,1522,Test Drive 5,PS,1997,Racing,Accolade,1997 Racing by Accolade rank 1522
1505,1523,Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,1995 Role-Playing by SquareSoft rank 1523
1506,1524,EA Sports Active 2,Wii,2010,Sports,Electronic Arts,2010 Sports by Electronic Arts rank 1524
1507,1525,Digimon World,PS,1999,Role-Playing,Namco Bandai Games,1999 Role-Playing by Namco Bandai Games rank 1525
1508,1526,Rise of the Tomb Raider,XOne,2015,Adventure,Square Enix,2015 Adventure by Square Enix rank 1526
1509,1527,Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,2006 Racing by Electronic Arts rank 1527
1510,1528,Yoshi's Woolly World,WiiU,2015,Platform,Nintendo,2015 Platform by Nintendo rank 1528
1511,1529,Mega Man Battle Network 3 Blue / White Version,GBA,2002,Role-Playing,Capcom,2002 Role-Playing by Capcom rank 1529
1512,1530,FIFA Street,PS3,2012,Sports,Electronic Arts,2012 Sports by Electronic Arts rank 1530
1513,1531,Resident Evil Zero,GC,2002,Action,Capcom,2002 Action by Capcom rank 1531
1514,1532,Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,2005 Racing by Electronic Arts rank 1532
1515,1533,Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft,2015 Shooter by Ubisoft rank 1533
1516,1534,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,TDK Mediactive,2003 Platform by TDK Mediactive rank 1534
1517,1535,Transformers,PS2,2004,Shooter,Atari,2004 Shooter by Atari rank 1535
1518,1536,Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,2008 Misc by Activision rank 1536
1519,1537,Mystery Case Files: MillionHeir,DS,2008,Adventure,Nintendo,2008 Adventure by Nintendo rank 1537
1520,1538,Valkyria Chronicles,PS3,2008,Role-Playing,Sega,2008 Role-Playing by Sega rank 1538
1521,1539,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005,Racing,Take-Two Interactive,2005 Racing by Take-Two Interactive rank 1539
1522,1540,Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,2004 Role-Playing by Sony Online Entertainment rank 1540
1523,1541,Watch Dogs,X360,2014,Action,Ubisoft,2014 Action by Ubisoft rank 1541
1524,1542,Imagine: Wedding Designer,DS,2008,Simulation,Ubisoft,2008 Simulation by Ubisoft rank 1542
1525,1543,Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,2014 Action by Konami Digital Entertainment rank 1543
1526,1544,Yakuman,GB,1989,Misc,Nintendo,1989 Misc by Nintendo rank 1544
1527,1545,Assassin's Creed Syndicate,XOne,2015,Action,Ubisoft,2015 Action by Ubisoft rank 1545
1528,1546,Army Men 3D,PS,1999,Action,3DO,1999 Action by 3DO rank 1546
1529,1547,WWE '13,X360,2012,Action,THQ,2012 Action by THQ rank 1547
1530,1548,Twisted Metal 4,PS,1999,Racing,989 Studios,1999 Racing by 989 Studios rank 1548
1531,1549,Manhunt,PS2,2003,Action,Take-Two Interactive,2003 Action by Take-Two Interactive rank 1549
1532,1550,Kid Icarus: Uprising,3DS,2012,Action,Nintendo,2012 Action by Nintendo rank 1550
1533,1551,Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,2001 Action by Konami Digital Entertainment rank 1551
1534,1552,Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,2008 Action by Eidos Interactive rank 1552
1535,1553,Castlevania: Symphony of the Night,PS,1997,Platform,Konami Digital Entertainment,1997 Platform by Konami Digital Entertainment rank 1553
1536,1554,The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,2005 Simulation by Electronic Arts rank 1554
1537,1555,LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,2008 Action by Warner Bros. Interactive Entertainment rank 1555
1538,1556,Road Rash,PS,1995,Racing,Electronic Arts,1995 Racing by Electronic Arts rank 1556
1539,1557,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,Nintendo,2012 Role-Playing by Nintendo rank 1557
1540,1558,Atlantis,2600,1981,Shooter,Imagic,1981 Shooter by Imagic rank 1558
1541,1559,NBA 2K9,X360,2008,Sports,Take-Two Interactive,2008 Sports by Take-Two Interactive rank 1559
1542,1560,WWE '12,X360,2011,Fighting,THQ,2011 Fighting by THQ rank 1560
1543,1561,Tony Hawk's Underground,XB,2003,Sports,Activision,2003 Sports by Activision rank 1561
1544,1562,Hogan's Alley,NES,1984,Shooter,Nintendo,1984 Shooter by Nintendo rank 1562
1545,1563,The Elder Scrolls Online,XOne,2015,Role-Playing,Bethesda Softworks,2015 Role-Playing by Bethesda Softworks rank 1563
1546,1564,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,2008 Sports by Deep Silver rank 1564
1547,1565,.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,2002 Role-Playing by Atari rank 1565
1548,1566,Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,2007 Sports by Take-Two Interactive rank 1566
1549,1567,Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,2003 Platform by Sega rank 1567
1550,1568,Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,2004 Action by Sony Computer Entertainment rank 1568
1551,1569,Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,1994 Fighting by Sony Computer Entertainment rank 1569
1552,1570,Yokai Watch 3,3DS,2016,Action,Level 5,2016 Action by Level 5 rank 1570
1553,1571,Kung Fu Panda,DS,2008,Action,Activision,2008 Action by Activision rank 1571
1554,1572,Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,2005 Simulation by Atari rank 1572
1555,1573,Football Manager 2011,PC,2010,Sports,Sega,2010 Sports by Sega rank 1573
1556,1574,Devil Dice,PS,1998,Puzzle,THQ,1998 Puzzle by THQ rank 1574
1557,1575,Final Fantasy IV,DS,2007,Simulation,Square Enix,2007 Simulation by Square Enix rank 1575
1558,1576,Hyrule Warriors,WiiU,2014,Action,Nintendo,2014 Action by Nintendo rank 1576
1559,1577,Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,2006 Racing by Electronic Arts rank 1577
1560,1578,Championship Manager 03/04,PC,2003,Sports,Eidos Interactive,2003 Sports by Eidos Interactive rank 1578
1561,1579,Brian Lara Cricket,PS,1998,Sports,Codemasters,1998 Sports by Codemasters rank 1579
1562,1580,Ratatouille,DS,2007,Action,THQ,2007 Action by THQ rank 1580
