,Rank,Name,Overview,game-id
5393,5479,Disney's Treasure Planet,Disney's Treasure Planet 2002 Action by Sony Computer Entertainment rank 5479,disney'streasureplanet
5394,5480,NASCAR Thunder 2002,NASCAR Thunder 2002 2001 Racing by Electronic Arts rank 5480,nascarthunder2002
5395,5481,Jeanne d'Arc,Jeanne d'Arc 2006 Role-Playing by Sony Computer Entertainment rank 5481,jeanned'arc
5396,5482,NCAA Basketball 10,NCAA Basketball 10 2009 Sports by Electronic Arts rank 5482,ncaabasketball10
5397,5483,BeatMania Append GottaMix,BeatMania Append GottaMix 1999 Simulation by Konami Digital Entertainment rank 5483,beatmaniaappendgottamix
5398,5484,Dead or Alive 5,Dead or Alive 5 2015 Fighting by Tecmo Koei rank 5484,deadoralive5
5399,5485,Tak 2: The Staff of Dreams,Tak 2: The Staff of Dreams 2004 Platform by THQ rank 5485,tak2:thestaffofdreams
5400,5486,Rugby World Cup 2011,Rugby World Cup 2011 2011 Sports by 505 Games rank 5486,rugbyworldcup2011
5401,5487,Medal of Honor: Warfighter,Medal of Honor: Warfighter 2012 Action by Electronic Arts rank 5487,medalofhonor:warfighter
5402,5488,Kelly Slater's Pro Surfer,Kelly Slater's Pro Surfer 2002 Sports by Activision rank 5488,kellyslater'sprosurfer
5403,5489,Shrek SuperSlam,Shrek SuperSlam 2005 Action by Activision rank 5489,shreksuperslam
5404,5490,Sonic Boom: Rise of Lyric,Sonic Boom: Rise of Lyric 2014 Action by Sega rank 5490,sonicboom:riseoflyric
5405,5491,Legends of Wrestling II,Legends of Wrestling II 2002 Fighting by Acclaim Entertainment rank 5491,legendsofwrestlingii
5406,5492,World Stadium 3,World Stadium 3 1999 Sports by Namco Bandai Games rank 5492,worldstadium3
5407,5493,Little Deviants,Little Deviants 2011 Platform by Sony Computer Entertainment rank 5493,littledeviants
5408,5494,Silent Hill: Downpour,Silent Hill: Downpour 2012 Action by Konami Digital Entertainment rank 5494,silenthill:downpour
5409,5495,Extra Bases,Extra Bases 1990 Sports by Namco Bandai Games rank 5495,extrabases
5410,5496,Super Power League 2,Super Power League 2 1994 Sports by Hudson Soft rank 5496,superpowerleague2
5411,5497,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian 2009 Action by Majesco Entertainment rank 5497,nightatthemuseum:battleofthesmithsonian
5412,5498,Capcom Classics Collection Reloaded,Capcom Classics Collection Reloaded 2006 Misc by Capcom rank 5498,capcomclassicscollectionreloaded
5413,5499,Madden NFL 09,Madden NFL 09 2008 Sports by Electronic Arts rank 5499,maddennfl09
5414,5500,MLB 09: The Show,MLB 09: The Show 2009 Sports by Sony Computer Entertainment rank 5500,mlb09:theshow
5415,5501,Deus Ex: Mankind Divided,Deus Ex: Mankind Divided 2016 Role-Playing by Square Enix rank 5501,deusex:mankinddivided
5416,5502,Cool Boarders 2001,Cool Boarders 2001 2001 Sports by Sony Computer Entertainment rank 5502,coolboarders2001
5417,5503,Classic NES Series: Castlevania,Classic NES Series: Castlevania 2004 Platform by Nintendo rank 5503,classicnesseries:castlevania
5418,5504,Dragon Ball Z: Battle of Z,Dragon Ball Z: Battle of Z 2014 Fighting by Namco Bandai Games rank 5504,dragonballz:battleofz
5419,5505,Scooby-Doo! First Frights,Scooby-Doo! First Frights 2009 Action by Warner Bros. Interactive Entertainment rank 5505,scooby-doo!firstfrights
5420,5506,Fight Night Round 3,Fight Night Round 3 2006 Fighting by Electronic Arts rank 5506,fightnightround3
5421,5507,GT Advance Championship Racing,GT Advance Championship Racing 2001 Racing by THQ rank 5507,gtadvancechampionshipracing
5422,5508,Way of the Samurai 2,Way of the Samurai 2 2003 Action by Capcom rank 5508,wayofthesamurai2
5423,5509,FIFA Street 3,FIFA Street 3 2008 Sports by Electronic Arts rank 5509,fifastreet3
5424,5511,BattleTanx,BattleTanx 1998 Action by 3DO rank 5511,battletanx
5425,5512,Hatsune Miku: Project Diva Extend,Hatsune Miku: Project Diva Extend 2011 Misc by Sega rank 5512,hatsunemiku:projectdivaextend
5426,5513,Battlestations: Pacific,Battlestations: Pacific 2009 Strategy by Eidos Interactive rank 5513,battlestations:pacific
5427,5514,Pitfall 3D: Beyond the Jungle,Pitfall 3D: Beyond the Jungle 1998 Platform by Activision rank 5514,pitfall3d:beyondthejungle
5428,5515,Disgaea 2: Cursed Memories,Disgaea 2: Cursed Memories 2006 Role-Playing by Tecmo Koei rank 5515,disgaea2:cursedmemories
5429,5516,Cabela's Dangerous Hunts 2011,Cabela's Dangerous Hunts 2011 2010 Sports by Activision rank 5516,cabela'sdangeroushunts2011
5430,5517,DECA Sports Freedom,DECA Sports Freedom 2010 Sports by Hudson Soft rank 5517,decasportsfreedom
5431,5518,Clock Tower 3,Clock Tower 3 2002 Adventure by Capcom rank 5518,clocktower3
5432,5519,Battle Dodge Ball,Battle Dodge Ball 1991 Sports by Banpresto rank 5519,battledodgeball
5433,5520,Goosebumps HorrorLand,Goosebumps HorrorLand 2008 Adventure by Scholastic Inc. rank 5520,goosebumpshorrorland
5434,5521,Phineas and Ferb: Across the 2nd Dimension,Phineas and Ferb: Across the 2nd Dimension 2011 Action by Disney Interactive Studios rank 5521,phineasandferb:acrossthe2nddimension
5435,5522,Call Of Duty 2: Big Red One,Call Of Duty 2: Big Red One 2005 Shooter by Activision rank 5522,callofduty2:bigredone
5436,5523,Elebits,Elebits 2006 Action by Konami Digital Entertainment rank 5523,elebits
5437,5524,"Warhammer 40,000: Squad Command","Warhammer 40,000: Squad Command 2007 Strategy by THQ rank 5524","warhammer40,000:squadcommand"
5438,5525,F1 2013,F1 2013 2013 Racing by Codemasters rank 5525,f12013
5439,5526,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness 2003 Role-Playing by Tecmo Koei rank 5526,disgaea:hourofdarkness
5440,5527,NeoGeo Battle Coliseum,NeoGeo Battle Coliseum 2005 Fighting by Ignition Entertainment rank 5527,neogeobattlecoliseum
5441,5528,SSX Blur,SSX Blur 2007 Sports by Electronic Arts rank 5528,ssxblur
5442,5529,DiRT 2,DiRT 2 2009 Racing by Sony Computer Entertainment rank 5529,dirt2
5443,5530,Vin Diesel: Wheelman,Vin Diesel: Wheelman 2009 Racing by Ubisoft rank 5530,vindiesel:wheelman
5444,5531,SpongeBob SquarePants: Creature from the Krusty Krab,SpongeBob SquarePants: Creature from the Krusty Krab 2006 Platform by THQ rank 5531,spongebobsquarepants:creaturefromthekrustykrab
5445,5532,My Baby: First Steps,My Baby: First Steps 2009 Simulation by SouthPeak Games rank 5532,mybaby:firststeps
5446,5533,MLB 08: The Show,MLB 08: The Show 2008 Sports by Sony Computer Entertainment rank 5533,mlb08:theshow
5447,5534,The Black Eyed Peas Experience,The Black Eyed Peas Experience 2011 Misc by Ubisoft rank 5534,theblackeyedpeasexperience
5448,5535,Parodius,Parodius 1994 Shooter by Konami Digital Entertainment rank 5535,parodius
5449,5536,Spy Kids 3-D: Game Over,Spy Kids 3-D: Game Over 2003 Platform by Disney Interactive Studios rank 5536,spykids3-d:gameover
5450,5537,Sakura Wars 3: Paris wa Moeteiru ka,Sakura Wars 3: Paris wa Moeteiru ka 2001 Adventure by Sega rank 5537,sakurawars3:pariswamoeteiruka
5451,5538,1001 Touch Games,1001 Touch Games 2011 Action by Avanquest rank 5538,1001touchgames
5452,5539,NCAA GameBreaker 2001,NCAA GameBreaker 2001 2000 Sports by Sony Computer Entertainment rank 5539,ncaagamebreaker2001
5453,5540,Power Rangers: Ninja Storm,Power Rangers: Ninja Storm 2003 Misc by THQ rank 5540,powerrangers:ninjastorm
5454,5541,Angry Birds Star Wars,Angry Birds Star Wars 2013 Strategy by Activision rank 5541,angrybirdsstarwars
5455,5542,Naruto: Gekito Ninja Taisen! 4,Naruto: Gekito Ninja Taisen! 4 2005 Fighting by Tomy Corporation rank 5542,naruto:gekitoninjataisen!4
5456,5543,Kidou Senshi Gundam F91: Formula Senki 0122,Kidou Senshi Gundam F91: Formula Senki 0122 1991 Strategy by Namco Bandai Games rank 5543,kidousenshigundamf91:formulasenki0122
5457,5544,Despicable Me: The Game,Despicable Me: The Game 2010 Platform by D3Publisher rank 5544,despicableme:thegame
5458,5545,Golden Axe: Beast Rider,Golden Axe: Beast Rider 2008 Action by Sega rank 5545,goldenaxe:beastrider
5459,5546,MySims SkyHeroes,MySims SkyHeroes 2010 Action by Electronic Arts rank 5546,mysimsskyheroes
5460,5547,MVP Baseball 2005,MVP Baseball 2005 2005 Sports by Electronic Arts rank 5547,mvpbaseball2005
5461,5548,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten 2007 Misc by Rocket Company rank 5548,zaidanhoujinnipponkanjinouryokukenteikyoukaikounin:kankends2+jouyoukanjijiten
5462,5549,"Carnival Games: Monkey See, Monkey Do!","Carnival Games: Monkey See, Monkey Do! 2011 Misc by Take-Two Interactive rank 5549","carnivalgames:monkeysee,monkeydo!"
5463,5550,Eternal Sonata,Eternal Sonata 2007 Role-Playing by Atari rank 5550,eternalsonata
5464,5551,DX Game of Life 2,DX Game of Life 2 1997 Misc by Takara rank 5551,dxgameoflife2
5465,5552,EA Playground,EA Playground 2007 Sports by Electronic Arts rank 5552,eaplayground
5466,5553,NBA Live 96,NBA Live 96 1996 Sports by Electronic Arts rank 5553,nbalive96
5467,5554,Clash of the Titans,Clash of the Titans 2010 Action by Namco Bandai Games rank 5554,clashofthetitans
5468,5555,Folklore,Folklore 2007 Role-Playing by Sony Computer Entertainment rank 5555,folklore
5469,5556,Dragon Ball Z: Extreme Butoden,Dragon Ball Z: Extreme Butoden 2015 Fighting by Namco Bandai Games rank 5556,dragonballz:extremebutoden
5470,5557,Samurai Warriors 2: Xtreme Legends (JP sales),Samurai Warriors 2: Xtreme Legends (JP sales) 2007 Action by Tecmo Koei rank 5557,samuraiwarriors2:xtremelegends(jpsales)
5471,5558,Sniper Elite 3,Sniper Elite 3 2014 Shooter by 505 Games rank 5558,sniperelite3
5472,5559,Teen Titans,Teen Titans 2006 Action by THQ rank 5559,teentitans
5473,5560,Dead Rising 2: Off the Record,Dead Rising 2: Off the Record 2011 Action by Capcom rank 5560,deadrising2:offtherecord
5474,5561,Frogger II: Threeedeep!,Frogger II: Threeedeep! 1983 Action by Parker Bros. rank 5561,froggerii:threeedeep!
5475,5562,Etrian Odyssey III: The Drowned City,Etrian Odyssey III: The Drowned City 2010 Role-Playing by Atlus rank 5562,etrianodysseyiii:thedrownedcity
5476,5563,LEGO The Lord of the Rings,LEGO The Lord of the Rings 2012 Action by Warner Bros. Interactive Entertainment rank 5563,legothelordoftherings
5477,5564,NBA Live 06,NBA Live 06 2005 Sports by Electronic Arts rank 5564,nbalive06
5478,5565,Karaoke Revolution Presents American Idol Encore 2,Karaoke Revolution Presents American Idol Encore 2 2008 Misc by Konami Digital Entertainment rank 5565,karaokerevolutionpresentsamericanidolencore2
5479,5566,Fireball,Fireball 1981 Action by Starpath Corp. rank 5566,fireball
5480,5567,Batman: Arkham Origins,Batman: Arkham Origins 2013 Action by Warner Bros. Interactive Entertainment rank 5567,batman:arkhamorigins
5481,5568,Discovery Kids: Puppy Playtime,Discovery Kids: Puppy Playtime 2009 Simulation by 505 Games rank 5568,discoverykids:puppyplaytime
5482,5569,Dr. Mario / Puzzle League,Dr. Mario / Puzzle League 2005 Puzzle by Nintendo rank 5569,dr.mario/puzzleleague
5483,5570,Bleach: Shattered Blade,Bleach: Shattered Blade 2006 Fighting by Sega rank 5570,bleach:shatteredblade
5484,5571,Shin Nippon Pro Wrestling: Toukon Retsuden,Shin Nippon Pro Wrestling: Toukon Retsuden 1995 Fighting by Tomy Corporation rank 5571,shinnipponprowrestling:toukonretsuden
5485,5572,Major League Baseball 2K6,Major League Baseball 2K6 2006 Sports by Take-Two Interactive rank 5572,majorleaguebaseball2k6
5486,5573,Pinball Hall of Fame: The Gottlieb Collection,Pinball Hall of Fame: The Gottlieb Collection 2004 Misc by Play It rank 5573,pinballhalloffame:thegottliebcollection
5487,5574,God of War Collection,God of War Collection 2014 Action by Sony Computer Entertainment rank 5574,godofwarcollection
5488,5575,Dead Space 2,Dead Space 2 2011 Shooter by Electronic Arts rank 5575,deadspace2
5489,5576,Def Jam Rapstar,Def Jam Rapstar 2010 Misc by Konami Digital Entertainment rank 5576,defjamrapstar
5490,5577,Overlord II,Overlord II 2009 Action by Codemasters rank 5577,overlordii
5491,5578,NBA 2K10,NBA 2K10 2009 Sports by Take-Two Interactive rank 5578,nba2k10
5492,5579,J Stars Victory Vs.,J Stars Victory Vs. 2014 Fighting by Namco Bandai Games rank 5579,jstarsvictoryvs.
5493,5580,The Witcher: Enhanced Edition,The Witcher: Enhanced Edition 2008 Role-Playing by Atari rank 5580,thewitcher:enhancededition
5494,5581,Teenage Mutant Ninja Turtles 2: Battle Nexus,Teenage Mutant Ninja Turtles 2: Battle Nexus 2004 Action by Konami Digital Entertainment rank 5581,teenagemutantninjaturtles2:battlenexus
5495,5582,Nicktoons: Movin',Nicktoons: Movin' 2004 Action by THQ rank 5582,nicktoons:movin'
5496,5583,One Piece: Romance Dawn - Bouken no Yoake,One Piece: Romance Dawn - Bouken no Yoake 2012 Fighting by Namco Bandai Games rank 5583,onepiece:romancedawn-boukennoyoake
5497,5584,Batman: Arkham Origins,Batman: Arkham Origins 2013 Action by Warner Bros. Interactive Entertainment rank 5584,batman:arkhamorigins
5498,5585,SWAT: Global Strike Team,SWAT: Global Strike Team 2003 Shooter by Vivendi Games rank 5585,swat:globalstriketeam
5499,5586,Championship Bass,Championship Bass 1999 Sports by Electronic Arts rank 5586,championshipbass
5500,5587,Resident Evil: Revelations 2,Resident Evil: Revelations 2 2015 Action by Capcom rank 5587,residentevil:revelations2
5501,5588,Test Drive Unlimited,Test Drive Unlimited 2006 Racing by Atari rank 5588,testdriveunlimited
5502,5589,Golden Axe: Beast Rider,Golden Axe: Beast Rider 2008 Action by Sega rank 5589,goldenaxe:beastrider
5503,5590,Madden NFL 13,Madden NFL 13 2012 Sports by Electronic Arts rank 5590,maddennfl13
5504,5591,Bratz: Girlz Really Rock,Bratz: Girlz Really Rock 2008 Action by THQ rank 5591,bratz:girlzreallyrock
5505,5592,NCAA Basketball 10,NCAA Basketball 10 2009 Sports by Electronic Arts rank 5592,ncaabasketball10
5506,5593,Dead or Alive 5,Dead or Alive 5 2012 Fighting by Ubisoft Annecy rank 5593,deadoralive5
5507,5594,Shin Megami Tensei: Devil Survivor 2,Shin Megami Tensei: Devil Survivor 2 2011 Role-Playing by Ghostlight rank 5594,shinmegamitensei:devilsurvivor2
5508,5595,NHL Breakaway 98,NHL Breakaway 98 1998 Sports by Acclaim Entertainment rank 5595,nhlbreakaway98
5509,5596,Momotarou Dentetsu 20-Shuunen,Momotarou Dentetsu 20-Shuunen 2008 Misc by Hudson Soft rank 5596,momotaroudentetsu20-shuunen
5510,5597,LEGO Marvel's Avengers,LEGO Marvel's Avengers 2016 Action by Warner Bros. Interactive Entertainment rank 5597,legomarvel'savengers
5511,5598,Tekken 6,Tekken 6 2009 Fighting by Namco Bandai Games rank 5598,tekken6
5512,5599,Kinetica,Kinetica 2001 Racing by Sony Computer Entertainment rank 5599,kinetica
5513,5600,Beautiful Katamari,Beautiful Katamari 2007 Puzzle by Namco Bandai Games rank 5600,beautifulkatamari
5514,5601,Bust-A-Move '99,Bust-A-Move '99 1997 Puzzle by Acclaim Entertainment rank 5601,bust-a-move'99
5515,5602,NBA Street V3,NBA Street V3 2005 Sports by Electronic Arts rank 5602,nbastreetv3
5516,5603,Overlord II,Overlord II 2009 Action by Codemasters rank 5603,overlordii
5517,5604,Dragon Quest Monsters 1·2,Dragon Quest Monsters 1·2 2002 Role-Playing by Enix Corporation rank 5604,dragonquestmonsters1·2
5518,5605,Army of Two: The 40th Day,Army of Two: The 40th Day 2010 Shooter by Electronic Arts rank 5605,armyoftwo:the40thday
5519,5606,Ben 10 Ultimate Alien: Cosmic Destruction,Ben 10 Ultimate Alien: Cosmic Destruction 2010 Platform by D3Publisher rank 5606,ben10ultimatealien:cosmicdestruction
5520,5607,Bigfoot: Collision Course,Bigfoot: Collision Course 2008 Racing by Zoo Digital Publishing rank 5607,bigfoot:collisioncourse
5521,5608,Batman: Arkham Asylum,Batman: Arkham Asylum 2009 Action by Eidos Interactive rank 5608,batman:arkhamasylum
5522,5609,Crash of the Titans,Crash of the Titans 2007 Action by Vivendi Games rank 5609,crashofthetitans
5523,5610,The Legend of Spyro: Dawn of the Dragon,The Legend of Spyro: Dawn of the Dragon 2008 Platform by Vivendi Games rank 5610,thelegendofspyro:dawnofthedragon
5524,5611,Prey,Prey 2006 Shooter by Take-Two Interactive rank 5611,prey
5525,5612,Birthday Party Bash,Birthday Party Bash 2009 Misc by Take-Two Interactive rank 5612,birthdaypartybash
5526,5613,OverBlood,OverBlood 1996 Action by Electronic Arts rank 5613,overblood
5527,5614,ESPN X-Games Pro Boarder,ESPN X-Games Pro Boarder 1997 Sports by Sony Computer Entertainment rank 5614,espnx-gamesproboarder
5528,5615,Murdered: Soul Suspect,Murdered: Soul Suspect 2014 Action by Square Enix rank 5615,murdered:soulsuspect
5529,5616,Tony Hawk's American Wasteland,Tony Hawk's American Wasteland 2005 Sports by Activision rank 5616,tonyhawk'samericanwasteland
5530,5617,Harvest Moon: Back to Nature,Harvest Moon: Back to Nature 1999 Simulation by Ubisoft rank 5617,harvestmoon:backtonature
5531,5618,Sniper Elite 3,Sniper Elite 3 2014 Shooter by 505 Games rank 5618,sniperelite3
5532,5619,Naruto: Ultimate Ninja (JP sales),Naruto: Ultimate Ninja (JP sales) 2003 Fighting by Atari rank 5619,naruto:ultimateninja(jpsales)
5533,5621,The Settlers 7: Paths to a Kingdom,The Settlers 7: Paths to a Kingdom 2010 Strategy by Ubisoft rank 5621,thesettlers7:pathstoakingdom
5534,5622,"Go, Diego, Go!: Great Dinosaur Rescue","Go, Diego, Go!: Great Dinosaur Rescue 2008 Action by Take-Two Interactive rank 5622","go,diego,go!:greatdinosaurrescue"
5535,5623,TrackMania Turbo,TrackMania Turbo 2016 Action by Ubisoft rank 5623,trackmaniaturbo
5536,5624,The Biggest Loser,The Biggest Loser 2009 Sports by THQ rank 5624,thebiggestloser
5537,5625,Minute to Win It,Minute to Win It 2011 Misc by Zoo Games rank 5625,minutetowinit
5538,5626,Darkwatch,Darkwatch 2005 Shooter by Ubisoft rank 5626,darkwatch
5539,5628,Dance Dance Revolution Universe,Dance Dance Revolution Universe 2007 Simulation by Konami Digital Entertainment rank 5628,dancedancerevolutionuniverse
5540,5629,SimAnimals,SimAnimals 2009 Simulation by Electronic Arts rank 5629,simanimals
5541,5630,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time 2003 Action by Ubisoft rank 5630,princeofpersia:thesandsoftime
5542,5631,Sky Odyssey,Sky Odyssey 2000 Simulation by Sony Computer Entertainment rank 5631,skyodyssey
5543,5632,Nagano Winter Olympics 98,Nagano Winter Olympics 98 1997 Sports by Konami Digital Entertainment rank 5632,naganowinterolympics98
5544,5633,Rayman 2: The Great Escape,Rayman 2: The Great Escape 2000 Platform by Ubisoft rank 5633,rayman2:thegreatescape
5545,5634,Kirby's Block Ball,Kirby's Block Ball 1995 Puzzle by Nintendo rank 5634,kirby'sblockball
5546,5635,DiRT Rally,DiRT Rally 2016 Racing by Codemasters rank 5635,dirtrally
5547,5636,Fortress,Fortress 2001 Action by Majesco Entertainment rank 5636,fortress
5548,5637,FIFA 2001 Major League Soccer,FIFA 2001 Major League Soccer 2000 Sports by Electronic Arts rank 5637,fifa2001majorleaguesoccer
